"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC1000006975.hg.1","TC1000006975.hg.1","MLLT10","MLLT10 histone lysine methyltransferase DOT1L cofactor",-0.69333315809988,5.81530366969737,-3.75165192007473,0.000660684847281987,0.00259458643999497,-1.13014680217642
"TC0600009611.hg.1","TC0600009611.hg.1","HEBP2","heme binding protein 2",0.567913785754073,6.75199902790724,3.75056738141903,0.000662699912809826,0.00260198027255557,-1.13307766023947
"HTA2-pos-2835453_st","HTA2-pos-2835453_st",NA,NA,2.34194888907091,5.53477302253533,3.74865889665717,0.000666260361405138,0.00261543763029039,-1.13823431390113
"TC0300012815.hg.1","TC0300012815.hg.1","P2RY13","purinergic receptor P2Y13",-0.876025761602807,8.32233293730192,-3.74666827566158,0.000669993826407653,0.00262956866572726,-1.14361175795238
"TC0900011145.hg.1","TC0900011145.hg.1","ACTL7B","actin like 7B",0.404917329485561,5.24301802340594,3.74621706752518,0.00067084289882467,0.00263237575642155,-1.14483048539783
"TC0700007552.hg.1","TC0700007552.hg.1","POM121L12","POM121 transmembrane nucleoporin like 12",0.392217366848262,4.87546684547416,3.74559202785885,0.000672020808937522,0.0026364718231347,-1.14651863844732
"TC1700008175.hg.1","TC1700008175.hg.1","CALCOCO2","calcium binding and coiled-coil domain 2",0.613790254877935,7.44893857474929,3.7451470090138,0.00067286068651303,0.00263924035134658,-1.14772050803338
"TC0500013225.hg.1","TC0500013225.hg.1",NA,NA,-0.558450459258312,4.68713339444074,-3.74471214479128,0.000673682383632114,0.00264193647834353,-1.14889489659716
"HTA2-pos-PSR22012545.hg.1","HTA2-pos-PSR22012545.hg.1",NA,NA,0.631921652548038,6.63729580954862,3.74433250938866,0.000674400519449752,0.00264422548166234,-1.14992008945486
"TC1500007009.hg.1","TC1500007009.hg.1","MGA","MAX dimerization protein MGA",-0.68870604773482,5.65399393081472,-3.74423904954567,0.00067457742634203,0.00264439191625846,-1.15017246816638
"TC0300008518.hg.1","TC0300008518.hg.1","GTF2E1","general transcription factor IIE subunit 1",-0.622430623714156,5.20032129298803,-3.74356137594506,0.000675861519258298,0.00264889766824491,-1.15200237924587
"TSUnmapped00000352.hg.1","TSUnmapped00000352.hg.1",NA,NA,0.528206465363099,4.67209037589959,3.74264831926163,0.000677595381190092,0.00265516404898696,-1.15446767761802
"TC0700013397.hg.1","TC0700013397.hg.1","CDK14","cyclin dependent kinase 14",0.631105389036137,6.48447927083428,3.74219085269937,0.000678465716452052,0.00265804486961404,-1.15570276769139
"TC0100011520.hg.1","TC0100011520.hg.1","PPP2R5A","protein phosphatase 2 regulatory subunit B'alpha",0.689696276308615,8.04906460008974,3.7417950121932,0.000679219682984441,0.00266046873237503,-1.15677142701929
"TC0100010365.hg.1","TC0100010365.hg.1","FCRLA","Fc receptor like A",-0.412741532641397,6.95641287014131,-3.73997995198019,0.000682687295966137,0.00267351872755197,-1.16167099329469
"TC0100013287.hg.1","TC0100013287.hg.1","E2F2","E2F transcription factor 2",-0.661368153854947,5.69644183438458,-3.73979708455922,0.000683037609386502,0.00267435808556726,-1.16216457097415
"TC0300013826.hg.1","TC0300013826.hg.1","P4HTM","prolyl 4-hydroxylase, transmembrane",-0.531399110537337,4.75661271218015,-3.73943987659478,0.000683722404854239,0.00267650647616806,-1.16312868294834
"TC1500009865.hg.1","TC1500009865.hg.1","ANP32A","acidic nuclear phosphoprotein 32 family member A",0.557362277547194,9.0364994928184,3.7390745414185,0.000684423470026279,0.00267871768855857,-1.16411469146569
"TC0700007630.hg.1","TC0700007630.hg.1","CCT6A","chaperonin containing TCP1 subunit 6A",-0.445224662382789,6.62950845968863,-3.73819901287253,0.000686106418563912,0.00268477018183376,-1.16647750795022
"TC0700007857.hg.1","TC0700007857.hg.1","TMEM248","transmembrane protein 248",-0.468243132455833,7.39649220162052,-3.73778058602089,0.000686912139909906,0.00268738831422481,-1.16760664967896
"TC1400007890.hg.1","TC1400007890.hg.1","GPR65","G protein-coupled receptor 65",-0.71530036283371,7.9642713977329,-3.73766652569143,0.000687131933320306,0.00268753140277346,-1.16791443709882
"TC0300010076.hg.1","TC0300010076.hg.1","RPL35A","ribosomal protein L35a",1.07440709215773,7.54755913983844,3.73761978716642,0.000687222017824159,0.00268753140277346,-1.16804055810305
"TC0300013989.hg.1","TC0300013989.hg.1","ABHD14B","abhydrolase domain containing 14B",-0.481759802768428,6.26506135510075,-3.73486363905774,0.000692554570895109,0.00270758239510907,-1.17547670959205
"TC0400007572.hg.1","TC0400007572.hg.1","EXOC1","exocyst complex component 1",-0.687803298591075,6.48276143014955,-3.73482760706353,0.000692624550251373,0.00270758239510907,-1.17557390985409
"TC1800007805.hg.1","TC1800007805.hg.1","NFATC1","nuclear factor of activated T cells 1",-0.586334882182868,5.38986126445423,-3.73448372542556,0.000693292763571586,0.00270965595810063,-1.1765015489888
"TC1200008535.hg.1","TC1200008535.hg.1","ELK3","ETS transcription factor ELK3",-0.481379946690476,5.60238507039338,-3.73424036980574,0.000693766017787026,0.00271096687300168,-1.17715799263179
"TC1500010897.hg.1","TC1500010897.hg.1","CHRNB4","cholinergic receptor nicotinic beta 4 subunit",0.368670692114932,4.78777469404196,3.73401076052833,0.000694212826868263,0.0027121739503413,-1.17777733988233
"TC2000009970.hg.1","TC2000009970.hg.1","SIRPB1","signal regulatory protein beta 1",-0.761775816094646,9.67166314506084,-3.7337368143977,0.000694746278746376,0.00271371897996127,-1.17851626075675
"TC0600011876.hg.1","TC0600011876.hg.1","YIPF3","Yip1 domain family member 3",-0.675733056401356,8.74749482419455,-3.73338588440991,0.000695430221494488,0.00271556044391562,-1.17946279935879
"TC0300007236.hg.1","TC0300007236.hg.1","LARS2","leucyl-tRNA synthetase 2, mitochondrial",-0.538269519320006,4.31076320854563,-3.73335324310958,0.000695493870748106,0.00271556044391562,-1.17955083856997
"TC1100009686.hg.1","TC1100009686.hg.1","CDHR5","cadherin related family member 5",0.405618062811716,5.36163228974468,3.73324295324684,0.000695708973468664,0.00271586113164117,-1.1798483069954
"TC0500013401.hg.1","TC0500013401.hg.1","LCP2","lymphocyte cytosolic protein 2",-0.548261871807037,9.86438560071999,-3.7317747278195,0.000698578669143529,0.00272652246200552,-1.18380798901954
"TC1200010516.hg.1","TC1200010516.hg.1","SLC38A1","solute carrier family 38 member 1",-0.91755217900516,8.70835440269703,-3.73092632126934,0.000700242140586775,0.00273247265454764,-1.18609577927972
"23072148","23072148",NA,NA,0.457895341760512,5.14583322334334,3.73006355804627,0.000701937702401969,0.0027382354506961,-1.18842206405844
"TC1100011742.hg.1","TC1100011742.hg.1","KCTD21","potassium channel tetramerization domain containing 21",-0.548445253451805,5.3906961482454,-3.73003321146306,0.000701997414064664,0.0027382354506961,-1.18850388409652
"23064101","23064101",NA,NA,-0.435898907210432,6.79766535831289,-3.7298730573647,0.000702312624021622,0.00273892174829134,-1.18893568482726
"TC1700006763.hg.1","TC1700006763.hg.1","ATP1B2","ATPase Na+/K+ transporting subunit beta 2",-0.775913152918267,3.93669009750502,-3.72897168283682,0.000704089242333654,0.00274530593357969,-1.1913657905827
"TC0900010570.hg.1","TC0900010570.hg.1","FRMD3","FERM domain containing 3",0.732534376412009,4.60451572355618,3.72846431207111,0.000705091192433563,0.00274866768713397,-1.19273355587513
"TC0200008507.hg.1","TC0200008507.hg.1","ARID5A","AT-rich interaction domain 5A",0.389444628360729,6.82950226444723,3.72826297147936,0.000705489180856159,0.00274967414187437,-1.19327630669944
"TC1000012589.hg.1","TC1000012589.hg.1","MRPL43","mitochondrial ribosomal protein L43",-0.470482119325416,6.16166067009593,-3.72793830385056,0.000706131408029243,0.00275163194010523,-1.19415148295845
"TC1300008359.hg.1","TC1300008359.hg.1","PARP4","poly(ADP-ribose) polymerase family member 4",-0.584717601812529,7.20567639363835,-3.72776252870154,0.000706479346644575,0.00275244241490865,-1.19462529054694
"TC2000008130.hg.1","TC2000008130.hg.1","TBC1D20","TBC1 domain family member 20",-0.493117704176627,6.10499821770945,-3.7276336997211,0.000706734463156371,0.00275289100552512,-1.19497254738055
"TC0100015588.hg.1","TC0100015588.hg.1","RNF115","ring finger protein 115",-0.529318611234098,6.30923520448803,-3.7274289971026,0.000707140014009904,0.00275392527832332,-1.19552431044886
"TC0600011232.hg.1","TC0600011232.hg.1","H1-5","H1.5 linker histone, cluster member",0.680865682454195,6.17771076527373,3.7271866216165,0.000707620493185959,0.00275525088883157,-1.19617760223282
"TC0800010084.hg.1","TC0800010084.hg.1","DUSP26","dual specificity phosphatase 26",0.429763892038862,5.1210240033044,3.72619641312071,0.000709586750368049,0.0027623599801046,-1.19884639939324
"TC1700009613.hg.1","TC1700009613.hg.1","ASGR2","asialoglycoprotein receptor 2",0.778105003546058,5.78898659875924,3.72563565223339,0.000710702603083365,0.00276615636153583,-1.20035762529281
"TC0100010281.hg.1","TC0100010281.hg.1","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2",0.412725918005688,5.09806387524766,3.7255164484748,0.000710940024801976,0.00276653293782755,-1.20067886208976
"23075691","23075691",NA,NA,-0.520839667675177,4.63736770587622,-3.72518299398592,0.000711604584905036,0.00276857119116268,-1.20157745094468
"TC1600007335.hg.1","TC1600007335.hg.1","SBK1","SH3 domain binding kinase 1",-0.510930281923584,4.16437863604988,-3.72440937168845,0.00071314870181763,0.00277402996808689,-1.20366207058362
"TC0200015332.hg.1","TC0200015332.hg.1","PGAP1","post-GPI attachment to proteins inositol deacylase 1",-0.670602787225144,4.04258907551536,-3.72404988591636,0.000713867325643821,0.00277590243274057,-1.20463068806431
"HTA2-pos-PSR12025175.hg.1","HTA2-pos-PSR12025175.hg.1",NA,NA,-0.442420712758605,5.9460701998837,-3.72399236660148,0.000713982373810292,0.00277590243274057,-1.20478566756913
"TC0600007868.hg.1","TC0600007868.hg.1","RNF8","ring finger protein 8",-0.453454459217998,5.33486670247309,-3.72395680529075,0.000714053511325294,0.00277590243274057,-1.20488148313854
"TC1400010592.hg.1","TC1400010592.hg.1","NUBPL","NUBP iron-sulfur cluster assembly factor, mitochondrial",-0.537422435690287,3.96577586045189,-3.72359963052533,0.000714768391893838,0.00277813240382927,-1.20584382558735
"TC0500007179.hg.1","TC0500007179.hg.1","WDR70","WD repeat domain 70",-0.494862140878311,4.6178829460971,-3.72225027480063,0.00071747538074436,0.0027881028083579,-1.2094790752946
"TC0400012755.hg.1","TC0400012755.hg.1",NA,NA,-0.449733896627994,4.96264997347668,-3.72089485726931,0.00072020454122644,0.00279802680291269,-1.21313010799231
"HTA2-pos-PSR06002929.hg.1","HTA2-pos-PSR06002929.hg.1",NA,NA,-0.546935902534338,6.42968132295566,-3.72084074388062,0.000720313708402246,0.00279802680291269,-1.21327585960478
"TC1700009495.hg.1","TC1700009495.hg.1","P2RX1","purinergic receptor P2X 1",0.539870883002471,7.3494234289098,3.72014940650173,0.00072170981063688,0.0028028962965631,-1.21513786395532
"TC1300008879.hg.1","TC1300008879.hg.1","MED4","mediator complex subunit 4",0.576610937808662,5.6898895636794,3.7194339143265,0.000723157455339534,0.00280796400279617,-1.21706477465039
"23072337","23072337",NA,NA,-0.877607652706534,5.01870279413433,-3.71850467939747,0.000725041767422259,0.00281472491904729,-1.21956709267427
"TC1300009639.hg.1","TC1300009639.hg.1","TMTC4","transmembrane O-mannosyltransferase targeting cadherins 4",-0.37740879560172,5.52073810448934,-3.71829843123245,0.000725460644912763,0.00281579524442457,-1.22012245911763
"TC0600011880.hg.1","TC0600011880.hg.1","GTPBP2","GTP binding protein 2",0.398297964915996,6.53856212957427,3.71796760820601,0.000726133016615782,0.00281784886301945,-1.22101324287601
"HTA2-pos-PSR17013138.hg.1","HTA2-pos-PSR17013138.hg.1",NA,NA,-0.526963592746529,7.31701982708169,-3.71779468168565,0.000726484716631335,0.00281865751074935,-1.22147885682577
"TC0100010648.hg.1","TC0100010648.hg.1","PRDX6","peroxiredoxin 6",-0.721623306355129,8.28669350672349,-3.7167202805802,0.00072867355139918,0.00282610074007695,-1.22437153859321
"TC1100013172.hg.1","TC1100013172.hg.1","INTS5","integrator complex subunit 5",-0.563360929077246,4.05685095079676,-3.71671195381511,0.000728690540139839,0.00282610074007695,-1.22439395594604
"TC1400009980.hg.1","TC1400009980.hg.1","CCDC88C","coiled-coil domain containing 88C",-0.694726246386927,6.51772435763757,-3.71610978424967,0.000729920139752428,0.00283031139363387,-1.22601506428106
"TC0700013429.hg.1","TC0700013429.hg.1","PILRA","paired immunoglobin like type 2 receptor alpha",-0.632145130991576,9.33386676194354,-3.71587210706111,0.00073040601815614,0.00283163712972143,-1.2266548881009
"23071942","23071942",NA,NA,-0.595289187288945,9.78705482601335,-3.71558715358808,0.00073098895594682,0.00283333854879899,-1.22742195669083
"TC1900011682.hg.1","TC1900011682.hg.1","RAB8A","RAB8A, member RAS oncogene family",0.430785102754323,9.40730750110254,3.71526408882857,0.000731650404910352,0.00283534354943288,-1.22829158787131
"TC0900012135.hg.1","TC0900012135.hg.1","ANKRD20A4P","ankyrin repeat domain 20 family member A4, pseudogene",0.408052104637829,4.98205462540197,3.71508503637698,0.000732017250295715,0.00283620631630532,-1.22877355078528
"TC1900006852.hg.1","TC1900006852.hg.1","RETN","resistin",0.87865036707936,5.36603680869168,3.71456209879981,0.00073308967434325,0.0028398019746521,-1.23018110841871
"23075665","23075665",NA,NA,0.39530633847531,4.99863671369008,3.71211600733413,0.000738126308328573,0.00285831349282801,-1.2367640046532
"TC0100008260.hg.1","TC0100008260.hg.1","CDKN2C","cyclin dependent kinase inhibitor 2C",0.442056235466342,4.08084016716165,3.71210015426236,0.000738159059850179,0.00285831349282801,-1.23680666240603
"TC0200007353.hg.1","TC0200007353.hg.1","EML4","EMAP like 4",-0.437380490153592,7.83079521602625,-3.71102189874515,0.000740389983558525,0.00286638775721368,-1.23970787564239
"TC1700012433.hg.1","TC1700012433.hg.1","HOXB6","homeobox B6",0.453335866981952,5.4463766005874,3.71028019754442,0.0007419283665069,0.00287177822950033,-1.24170333412525
"23070111","23070111",NA,NA,-0.564437410137845,7.77809696891647,-3.71009351508094,0.000742316057756307,0.00287271348049848,-1.24220555487762
"23071896","23071896",NA,NA,-0.587431145339357,9.80314299149186,-3.70989136993195,0.000742736082537832,0.00287377346749391,-1.24274936212806
"TC0200016115.hg.1","TC0200016115.hg.1","ARL4C","ADP ribosylation factor like GTPase 4C",-0.741398620001674,6.67442112511388,-3.70945210685429,0.000743649594515169,0.00287674204864867,-1.24393101729802
"23064077","23064077",NA,NA,-0.381838565189054,6.74883178814661,-3.70897147189819,0.000744650393622914,0.00288004705828552,-1.24522389968026
"TC0200009920.hg.1","TC0200009920.hg.1","SSB","small RNA binding exonuclease protection factor La",0.831950977741784,5.88542928454822,3.70886011483054,0.000744882452454952,0.00288037813457167,-1.24552343430637
"TC1300007070.hg.1","TC1300007070.hg.1","COG3","component of oligomeric golgi complex 3",-0.54203720633724,6.43451805227628,-3.70832765787323,0.000745993017917585,0.00288366904143523,-1.24695561584381
"23070208","23070208",NA,NA,-0.566074926862151,4.93595899714319,-3.70829891181351,0.000746053020310318,0.00288366904143523,-1.24703293341716
"TC0600012814.hg.1","TC0600012814.hg.1","CD164","CD164 molecule",0.442174444390691,8.31688199549858,3.70824125916607,0.000746173374274872,0.00288366904143523,-1.24718799958039
"TC1800008655.hg.1","TC1800008655.hg.1","DYM","dymeclin",-0.563311555192195,6.23047766884612,-3.70793652222208,0.000746809846937771,0.00288556174061398,-1.24800762243997
"TC0500008296.hg.1","TC0500008296.hg.1","MAN2A1","mannosidase alpha class 2A member 1",-0.589047347758371,5.02169970277909,-3.70766146637733,0.000747384779729265,0.00288721546958042,-1.2487473907106
"TSUnmapped00000277.hg.1","TSUnmapped00000277.hg.1",NA,NA,0.487136791928823,4.2255570082453,3.70759132662566,0.000747531457319547,0.00288721546958042,-1.24893602933928
"TC0800012323.hg.1","TC0800012323.hg.1","CA13","carbonic anhydrase 13",0.625171314118933,4.99821530868566,3.70730075702611,0.000748139399409395,0.00288875196188479,-1.24971749119848
"TC0500007868.hg.1","TC0500007868.hg.1","SCAMP1","secretory carrier membrane protein 1",-0.64701150588342,5.5665913447545,-3.70726079923899,0.000748223038279409,0.00288875196188479,-1.24982495222379
"TC0100016279.hg.1","TC0100016279.hg.1",NA,NA,0.43094493815879,5.49768633660743,3.7063943412544,0.000750038922892221,0.0028951944055979,-1.25215505430971
"TC1700010563.hg.1","TC1700010563.hg.1","CACNB1","calcium voltage-gated channel auxiliary subunit beta 1",-0.453254775197152,4.83393651976244,-3.70576472106834,0.000751361133177278,0.00289954862643825,-1.25384810348927
"TC0800012393.hg.1","TC0800012393.hg.1","ADRA1A","adrenoceptor alpha 1A",0.42683855799901,4.84478548234831,3.70571682568581,0.000751461806526453,0.00289954862643825,-1.25397688930572
"TC0300014032.hg.1","TC0300014032.hg.1","POPDC2","popeye domain containing 2",-0.453711291935189,5.01916062777688,-3.70557116739336,0.000751768052283927,0.00290010422631644,-1.25436854538971
"TC0200016511.hg.1","TC0200016511.hg.1","IL1RN","interleukin 1 receptor antagonist",1.05604278946661,7.79737555177063,3.70550808535105,0.000751900719478698,0.00290010422631644,-1.25453816275409
"TC0600012560.hg.1","TC0600012560.hg.1",NA,NA,-0.538995779861914,4.30271583486206,-3.70336601902303,0.000756419174038536,0.00291695997957174,-1.26029711655102
"TC1900007208.hg.1","TC1900007208.hg.1","SYDE1","synapse defective Rho GTPase homolog 1",0.485652180549493,4.13879605989893,3.70315984142867,0.00075685546940717,0.0029180702836367,-1.26085135254435
"TC1500008105.hg.1","TC1500008105.hg.1","RAMAC","RNA guanine-7 methyltransferase activating subunit",0.408870548465919,6.13561104576692,3.70273554473213,0.000757754097542122,0.00292096233562543,-1.26199188455982
"TC1800006739.hg.1","TC1800006739.hg.1","PSMG2","proteasome assembly chaperone 2",-0.622847497955162,6.86201817881775,-3.7020945855614,0.000759113562208225,0.00292562932156558,-1.26371471334521
